BehaviorSpace results (NetLogo 6.2.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model for Pub_v14_Cleaning.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fig 4_Wilsons Storm Petrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2025 15:04:45:658 -0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,450,0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],pen,see-wind-arrows,Patch-Scaler,Tick-Scaler,Total-Model-Time-In-Seconds,Size-Of-Food-Source-In-Meters,Total-Time-Spent-Trying-To-Relocate-Odor-Before-Give-Up-Seconds,Starting-Distance-From-Plume-Width-Meters,Starting-Distance-From-Plume-Length-Meters,weight-flocking,Time-Per-Turn,max-turning-radius-degrees-per-second,max-align-cohere-turn-degrees-per-second,max-separate-turn-degrees-per-second,Eddy-Diffusivity,Rate-Of-Puff-Radius-Increase,Odor-Source-Release-Rate,zig-zag-heading-offset,Denominator-For-Relationship-Between-DR-and-MinSep,Species1,S1-Dist-Food-Meters,S1-Olfaction,S1-DR,Species2,S2-Dist-Food-Meters,S2-DR,S2-Olfaction,S1-Flight-Speed-MpS,S1-Body-Length-Meters,S2-Flight-Speed-MpS,S2-Body-Length-Meters,N-Species1,Strategy,Seed,[step],(count turtles with [did-find-food = 1]),(allfoundodor),(count turtles),(count turtles with [did-find-food = 1 and species = 1]),(count turtles with [did-find-food = 1 and species = 2]),N-Species2
1627,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,27,1341,0,1,0,0,0,48
1628,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,28,1337,1,2,1,1,0,48
1629,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,29,1262,1,2,1,1,0,48
1635,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,35,1396,1,2,1,1,0,48
1632,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,32,1396,0,2,0,0,0,48
1631,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,31,1298,5,2,5,0,5,48
1633,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,33,586,0,0,0,0,0,48
1637,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,37,573,0,0,0,0,0,48
1640,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,40,1175,1,2,1,1,0,48
1634,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,34,1129,1,1,1,1,0,48
1636,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,36,1171,1,2,1,1,0,48
1638,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,38,1165,2,1,2,1,1,48
1639,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,39,1407,0,1,0,0,0,48
1641,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,41,1318,0,1,0,0,0,48
1642,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,42,1476,3,2,3,1,2,48
1644,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,44,1207,2,2,2,2,0,48
1643,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,43,1409,7,1,7,1,6,48
1645,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,45,1150,2,2,2,2,0,48
1647,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,47,1207,0,1,0,0,0,48
1650,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,50,560,0,0,0,0,0,48
1648,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,48,1170,1,1,1,1,0,48
1646,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,46,1287,1,1,1,1,0,48
1649,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,49,1213,1,1,1,1,0,48
1651,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,51,1433,0,2,0,0,0,48
1652,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,52,566,0,0,0,0,0,48
1653,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,53,1335,1,2,1,1,0,48
1656,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,56,1221,0,1,0,0,0,48
1655,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,55,1375,1,2,1,1,0,48
1657,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,57,1150,2,2,2,2,0,48
1654,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,54,1341,1,2,1,0,1,48
1658,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,58,1259,0,2,0,0,0,48
1660,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,60,1358,2,2,2,2,0,48
1661,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,61,612,0,0,0,0,0,48
1659,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,59,1199,1,2,1,1,0,48
1662,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,62,1106,1,1,1,1,0,48
1663,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,63,1100,0,2,0,0,0,48
1668,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,68,682,0,0,0,0,0,48
1667,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,67,1271,1,2,1,1,0,48
1666,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,66,1429,1,2,1,1,0,48
1664,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,64,1305,1,2,1,1,0,48
1665,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,65,1269,2,2,2,2,0,48
1669,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,69,1271,0,1,0,0,0,48
1670,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,70,1357,0,2,0,0,0,48
1672,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,72,1156,3,2,3,2,1,48
1671,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,71,1226,2,2,2,2,0,48
1674,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,74,1110,0,1,0,0,0,48
1673,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,73,1361,1,2,1,1,0,48
1676,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,76,1310,2,2,2,0,2,48
1675,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,75,1389,10,2,10,1,9,48
1677,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,77,1419,0,2,0,0,0,48
1678,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,78,1329,0,2,0,0,0,48
1679,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,79,1156,1,2,1,1,0,48
1681,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,81,1194,0,1,0,0,0,48
1680,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,80,570,0,0,0,0,0,48
1682,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,82,561,0,0,0,0,0,48
1683,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,83,1395,1,2,1,1,0,48
1684,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,84,1224,1,1,1,1,0,48
1686,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,86,1183,1,1,1,1,0,48
1688,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,88,1359,0,2,0,0,0,48
1685,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,85,1306,0,1,0,0,0,48
1687,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,87,1316,0,1,0,0,0,48
1690,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,90,602,0,0,0,0,0,48
1689,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,89,1446,0,2,0,0,0,48
1692,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,92,1152,0,2,0,0,0,48
1691,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,91,1142,2,2,2,2,0,48
1695,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,95,1136,0,2,0,0,0,48
1697,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,97,1158,1,2,1,1,0,48
1693,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,93,1250,0,1,0,0,0,48
1694,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,94,1121,0,1,0,0,0,48
1698,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,98,1332,2,2,2,2,0,48
1699,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,99,1081,0,1,0,0,0,48
1701,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,101,572,0,0,0,0,0,48
1696,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,96,1434,9,2,9,0,9,48
1700,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,100,1305,0,2,0,0,0,48
1703,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,103,1341,0,1,0,0,0,48
1705,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,105,1346,0,2,0,0,0,48
1702,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,102,1269,3,2,3,2,1,48
1707,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,107,1299,6,2,6,1,5,48
1704,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,104,1361,0,1,0,0,0,48
1706,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,106,1200,1,1,1,1,0,48
1708,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,108,1409,0,1,0,0,0,48
1710,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,110,1282,0,1,0,0,0,48
1709,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,109,589,0,0,0,0,0,48
1711,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,111,1255,2,2,2,2,0,48
1712,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,112,1139,2,1,2,1,1,48
1713,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,113,1186,2,2,2,2,0,48
1714,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,114,1373,0,1,0,0,0,48
1716,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,116,579,0,0,0,0,0,48
1715,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,115,1375,1,2,1,1,0,48
1717,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,117,1423,1,2,1,0,1,48
1718,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,118,1398,1,2,1,1,0,48
1719,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,119,565,0,0,0,0,0,48
1720,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,120,1376,0,2,0,0,0,48
1725,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,125,1188,1,1,1,1,0,48
1722,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,122,1447,0,2,0,0,0,48
1723,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,123,600,0,0,0,0,0,48
1721,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,121,1400,2,2,2,1,1,48
1724,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,124,1082,0,1,0,0,0,48
1726,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,126,1220,0,1,0,0,0,48
1727,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,127,1350,1,2,1,0,1,48
1729,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,129,1267,1,1,1,1,0,48
1728,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,128,1386,6,1,6,1,5,48
1730,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,130,578,0,0,0,0,0,48
1732,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,132,1353,1,2,1,1,0,48
1731,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,131,1206,0,2,0,0,0,48
1733,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,133,1317,0,1,0,0,0,48
1736,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,136,601,0,0,0,0,0,48
1735,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,135,1458,1,2,1,1,0,48
1734,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,134,1169,2,2,2,2,0,48
1737,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,9,0.17,9,0.17,2,Network Foraging,137,1193,1,2,1,1,0,48
