"BehaviorSpace results (NetLogo 6.2.2)"
"Model for Parameterization.nlogo"
"Parameterize max turn angle"
"06/11/2024 14:08:18:285 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","300","0","300"
"[run number]","Detect-Dist-Food","see-wind-arrows","pen","Size-Bird","TotalTimeSpentZigZagging","Length-Odor-Trails","ZigZagAngle","Sep-Vision-Interdependent","TimeUpWind","TimeZigZagging","N-Birds","JitterOdor","Step","minimum-separation","Detection-Distance","weight-flock-crosswind","communicate","Olfaction-Threshold","Seed","max-separate-turn","max-align-cohere-turn","[step]","((count turtles with [did-find-food = 1]) / N-Birds) * 100"
"420","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","0.5","40","500","96"
"397","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","25","2","1","500","52"
"405","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","26","1","1","500","54"
"428","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","1.5","40","428","100"
"419","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","0.5","20","500","86"
"418","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","0.5","10","500","88"
"409","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","26","1.5","1","500","57.99999999999999"
"427","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","1.5","20","500","96"
"423","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","1","20","462","100"
"410","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","26","1.5","10","500","52"
"414","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","26","2","10","500","64"
"417","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","0.5","1","500","56.00000000000001"
"431","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","2","20","437","100"
"422","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","1","10","500","82"
"430","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","2","10","500","98"
"426","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","1.5","10","500","68"
"432","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","2","40","500","98"
"421","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","1","1","500","52"
"448","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","2","40","463","100"
"413","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","26","2","1","500","50"
"444","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","1.5","40","500","86"
"425","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","1.5","1","500","50"
"443","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","1.5","20","500","98"
"436","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","0.5","40","500","56.00000000000001"
"447","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","2","20","500","96"
"451","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","0.5","20","500","64"
"429","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","27","2","1","500","42"
"455","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","1","20","500","68"
"452","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","0.5","40","500","74"
"434","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","0.5","10","500","26"
"442","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","1.5","10","500","62"
"456","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","1","40","500","78"
"437","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","1","1","500","16"
"450","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","0.5","10","500","60"
"433","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","0.5","1","500","16"
"440","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","1","40","500","18"
"459","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","1.5","20","481","100"
"454","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","1","10","500","60"
"435","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","0.5","20","500","14.000000000000002"
"438","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","1","10","500","28.000000000000004"
"446","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","2","10","500","57.99999999999999"
"449","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","0.5","1","500","42"
"460","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","1.5","40","471","100"
"458","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","1.5","10","500","70"
"439","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","1","20","500","16"
"464","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","2","40","453","100"
"441","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","1.5","1","500","28.000000000000004"
"453","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","1","1","500","52"
"463","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","2","20","452","100"
"462","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","2","10","500","64"
"457","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","1.5","1","500","44"
"467","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","0.5","20","500","66"
"480","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","2","40","484","100"
"461","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","29","2","1","500","42"
"445","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","28","2","1","500","18"
"472","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","1","40","500","96"
"476","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","1.5","40","497","100"
"466","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","0.5","10","500","60"
"471","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","1","20","500","82"
"468","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","0.5","40","500","57.99999999999999"
"465","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","0.5","1","500","44"
"470","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","1","10","500","54"
"469","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","1","1","500","48"
"474","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","1.5","10","500","70"
"488","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","1","40","468","100"
"478","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","2","10","500","60"
"479","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","2","20","491","100"
"487","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","1","20","500","96"
"475","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","1.5","20","500","70"
"483","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","0.5","20","500","70"
"484","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","0.5","40","500","72"
"473","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","1.5","1","500","52"
"481","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","0.5","1","500","36"
"486","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","1","10","500","78"
"496","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","2","40","478","100"
"482","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","0.5","10","500","52"
"492","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","1.5","40","500","92"
"477","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","30","2","1","500","48"
"490","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","1.5","10","500","62"
"485","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","1","1","500","40"
"491","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","1.5","20","500","72"
"495","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","2","20","472","100"
"507","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","1.5","20","472","100"
"502","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","1","10","500","60"
"512","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","2","40","480","100"
"506","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","1.5","10","500","74"
"503","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","1","20","500","66"
"494","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","2","10","500","78"
"500","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","0.5","40","500","56.00000000000001"
"511","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","2","20","458","100"
"508","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","1.5","40","484","100"
"493","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","2","1","500","32"
"504","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","1","40","500","76"
"497","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","0.5","1","500","42"
"489","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","31","1.5","1","500","34"
"499","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","0.5","20","500","52"
"498","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","0.5","10","500","48"
"501","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","1","1","500","52"
"510","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","2","10","500","68"
"505","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","1.5","1","500","42"
"514","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","0.5","10","500","57.99999999999999"
"528","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","2","40","493","100"
"515","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","0.5","20","500","54"
"522","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","1.5","10","450","100"
"535","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","1","20","500","94"
"509","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","32","2","1","500","50"
"516","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","0.5","40","500","56.00000000000001"
"536","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","1","40","498","100"
"518","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","1","10","500","68"
"526","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","2","10","500","76"
"532","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","0.5","40","500","76"
"523","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","1.5","20","500","72"
"524","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","1.5","40","500","80"
"513","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","0.5","1","500","42"
"520","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","1","40","500","66"
"519","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","1","20","500","68"
"540","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","1.5","40","483","100"
"527","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","2","20","500","62"
"530","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","0.5","10","500","52"
"538","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","1.5","10","500","88"
"531","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","0.5","20","500","76"
"529","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","0.5","1","500","56.00000000000001"
"534","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","1","10","500","60"
"544","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","2","40","471","100"
"521","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","1.5","1","500","54"
"539","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","1.5","20","500","88"
"517","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","1","1","500","56.00000000000001"
"525","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","33","2","1","500","46"
"533","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","1","1","500","48"
"543","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","2","20","500","80"
"537","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","1.5","1","500","54"
"542","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","2","10","500","70"
"560","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","2","40","468","100"
"548","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","0.5","40","500","46"
"552","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","1","40","500","56.00000000000001"
"541","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","34","2","1","500","48"
"547","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","0.5","20","500","48"
"551","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","1","20","500","54"
"546","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","0.5","10","500","40"
"572","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","1.5","40","500","98"
"556","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","1.5","40","500","64"
"561","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","0.5","1","500","60"
"555","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","1.5","20","500","54"
"550","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","1","10","500","44"
"545","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","0.5","1","500","32"
"554","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","1.5","10","500","54"
"564","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","0.5","40","500","60"
"568","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","1","40","500","68"
"566","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","1","10","500","68"
"565","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","1","1","500","64"
"549","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","1","1","500","44"
"553","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","1.5","1","500","42"
"559","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","2","20","500","56.00000000000001"
"562","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","0.5","10","500","62"
"558","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","2","10","500","57.99999999999999"
"567","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","1","20","500","60"
"563","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","0.5","20","500","64"
"576","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","2","40","441","100"
"557","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","35","2","1","500","36"
"571","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","1.5","20","500","57.99999999999999"
"575","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","2","20","500","84"
"570","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","1.5","10","500","57.99999999999999"
"569","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","1.5","1","500","57.99999999999999"
"574","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","2","10","500","66"
"573","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","36","2","1","500","48"
"577","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","0.5","1","500","4"
"578","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","0.5","10","500","8"
"579","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","0.5","20","500","6"
"580","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","0.5","40","500","16"
"595","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","0.5","20","500","48"
"583","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","1","20","500","24"
"593","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","0.5","1","500","38"
"592","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","2","40","500","20"
"608","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","2","40","461","100"
"582","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","1","10","500","10"
"586","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","1.5","10","500","18"
"599","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","1","20","500","48"
"588","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","1.5","40","500","12"
"584","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","1","40","500","14.000000000000002"
"591","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","2","20","500","8"
"585","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","1.5","1","500","10"
"581","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","1","1","500","8"
"596","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","0.5","40","500","38"
"604","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","1.5","40","500","40"
"598","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","1","10","500","52"
"587","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","1.5","20","500","10"
"594","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","0.5","10","500","48"
"590","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","2","10","500","22"
"589","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","37","2","1","500","10"
"603","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","1.5","20","500","46"
"602","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","1.5","10","500","46"
"600","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","1","40","500","48"
"597","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","1","1","500","26"
"607","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","2","20","500","50"
"606","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","2","10","500","54"
"601","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","1.5","1","500","26"
"615","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","1","20","500","50"
"610","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","0.5","10","500","34"
"609","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","0.5","1","500","30"
"624","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","2","40","500","66"
"612","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","0.5","40","500","40"
"636","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","1.5","40","425","100"
"611","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","0.5","20","500","36"
"614","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","1","10","500","40"
"616","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","1","40","500","40"
"627","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","0.5","20","500","56.00000000000001"
"632","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","1","40","500","56.00000000000001"
"605","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","38","2","1","500","40"
"613","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","1","1","500","32"
"628","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","0.5","40","500","60"
"620","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","1.5","40","500","66"
"630","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","1","10","500","57.99999999999999"
"619","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","1.5","20","500","38"
"640","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","2","40","447","100"
"631","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","1","20","500","62"
"618","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","1.5","10","500","46"
"623","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","2","20","500","57.99999999999999"
"634","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","1.5","10","500","72"
"625","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","0.5","1","500","40"
"626","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","0.5","10","500","56.00000000000001"
"617","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","1.5","1","500","30"
"635","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","1.5","20","500","64"
"622","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","2","10","500","48"
"629","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","1","1","500","44"
"639","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","2","20","495","100"
"621","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","39","2","1","500","40"
"652","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","1.5","40","491","100"
"638","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","2","10","500","70"
"642","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","0.5","10","500","50"
"633","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","1.5","1","500","32"
"655","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","2","20","477","100"
"656","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","2","40","500","98"
"643","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","0.5","20","500","42"
"637","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","40","2","1","500","46"
"641","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","0.5","1","500","46"
"644","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","0.5","40","500","54"
"651","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","1.5","20","500","86"
"654","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","2","10","500","64"
"647","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","1","20","500","54"
"650","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","1.5","10","500","74"
"648","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","1","40","500","60"
"646","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","1","10","500","60"
"645","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","1","1","500","50"
"660","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","0.5","40","500","48"
"649","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","1.5","1","500","46"
"657","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","0.5","1","500","18"
"659","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","0.5","20","500","50"
"658","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","0.5","10","500","36"
"664","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","1","40","500","40"
"662","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","1","10","500","48"
"663","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","1","20","500","48"
"667","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","1.5","20","500","44"
"668","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","42","1.5","40","500","54"
"653","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","41","2","1","500","52"
"676","5","false","false","5","60","200","45","false","15","5","50","0","1","6","50","0.95","false","1","43","0.5","40","500","68"
