"BehaviorSpace results (NetLogo 6.2.2)"
"Model for Parameterization.nlogo"
"Parameterize Vision and Separation"
"06/11/2024 14:24:42:098 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","300","0","300"
"[run number]","Detect-Dist-Food","see-wind-arrows","pen","Size-Bird","Length-Odor-Trails","N-Birds","Step","Sep-Vision-Interdependent","JitterOdor","Sep-in-crosswind","ZigZagAngle","TimeUpWind","TimeZigZagging","TotalTimeSpentZigZagging","weight-flock-crosswind","communicate","max-separate-turn","max-align-cohere-turn","Olfaction-Threshold","Seed","minimum-separation","Detection-Distance","[step]","((count turtles with [did-find-food = 1]) / N-Birds) * 100"
"3662","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","5","20","500","78"
"3540","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","2","1","50","500","0"
"3667","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","6","20","500","84"
"3658","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","4","30","384","100"
"3671","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","7","10","500","38"
"3663","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","5","30","380","100"
"3565","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","2","6","50","443","100"
"3639","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","4","7","40","398","100"
"3676","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","1","10","423","100"
"3654","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","3","40","358","100"
"3668","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","6","30","379","100"
"3681","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","2","10","500","96"
"3672","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","7","20","500","50"
"3682","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","2","20","370","100"
"3665","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","5","50","427","100"
"3600","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","3","6","50","370","100"
"3659","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","4","40","356","100"
"3686","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","3","10","500","40"
"3673","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","7","30","500","92"
"3620","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","4","3","50","377","100"
"3677","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","1","20","500","0"
"3691","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","4","10","500","68"
"3605","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","3","7","50","362","100"
"3545","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","2","2","50","500","0"
"3687","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","3","20","500","57.99999999999999"
"3664","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","5","40","366","100"
"3696","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","5","10","500","70"
"3692","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","4","20","361","100"
"3625","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","4","4","50","460","100"
"3701","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","6","10","500","68"
"3693","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","4","30","380","100"
"3669","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","6","40","374","100"
"3678","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","1","30","500","0"
"3697","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","5","20","500","64"
"3645","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","1","50","384","100"
"3702","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","6","20","500","70"
"3655","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","3","50","366","100"
"3706","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","7","10","500","60"
"3698","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","5","30","409","100"
"3683","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","2","30","500","0"
"3630","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","4","5","50","366","100"
"3703","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","6","30","377","100"
"3711","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","1","10","361","100"
"3650","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","2","50","366","100"
"3694","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","4","40","368","100"
"3689","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","3","40","390","100"
"3716","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","2","10","366","100"
"3707","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","7","20","500","68"
"3688","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","3","30","500","0"
"3674","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","7","40","457","100"
"3721","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","3","10","500","80"
"3708","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","7","30","500","96"
"3712","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","1","20","500","0"
"3635","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","4","6","50","373","100"
"3699","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","5","40","380","100"
"3722","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","3","20","479","100"
"3726","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","4","10","500","12"
"3717","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","2","20","500","0"
"3704","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","6","40","361","100"
"3640","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","4","7","50","369","100"
"3679","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","1","40","500","0"
"3731","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","5","10","500","36"
"3713","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","1","30","500","0"
"3728","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","4","30","378","100"
"3727","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","4","20","500","24"
"3736","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","6","10","500","36"
"3684","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","2","40","500","0"
"3690","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","3","50","500","0"
"3732","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","5","20","500","42"
"3709","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","7","40","393","100"
"3670","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","6","50","355","100"
"3660","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","4","50","366","100"
"3718","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","2","30","500","0"
"3737","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","6","20","500","68"
"3733","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","5","30","453","100"
"3741","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","7","10","500","42"
"3723","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","3","30","500","0"
"3746","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","1","10","500","0"
"3743","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","7","30","436","100"
"3738","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","6","30","407","100"
"3729","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","4","40","383","100"
"3742","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","7","20","500","54"
"3751","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","2","10","500","0"
"3756","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","3","10","500","54"
"3747","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","1","20","500","0"
"3555","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","2","4","50","500","0"
"3757","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","3","20","394","100"
"3700","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","5","50","375","100"
"3714","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","1","40","500","0"
"3695","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","4","50","353","100"
"3752","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","2","20","500","0"
"3675","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","5","7","50","407","100"
"3761","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","4","10","500","54"
"3739","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","6","40","410","100"
"3734","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","5","40","461","100"
"3758","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","3","30","390","100"
"3762","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","4","20","359","100"
"3719","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","2","40","500","0"
"3766","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","5","10","500","42"
"3748","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","1","30","500","0"
"3771","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","6","10","500","30"
"3744","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","7","40","412","100"
"3724","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","3","40","500","0"
"3763","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","4","30","384","100"
"3753","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","2","30","500","0"
"3767","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","5","20","500","46"
"3768","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","5","30","408","100"
"3772","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","6","20","500","46"
"3759","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","3","40","378","100"
"3754","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","2","40","500","0"
"3776","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","7","10","500","34"
"3773","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","6","30","408","100"
"3781","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","1","10","500","0"
"3705","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","6","50","389","100"
"3782","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","1","20","366","100"
"3764","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","4","40","382","100"
"3786","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","2","10","500","66"
"3777","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","7","20","500","42"
"3769","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","5","40","397","100"
"3787","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","2","20","372","100"
"3749","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","1","40","500","0"
"3778","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","7","30","439","100"
"3783","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","1","30","340","100"
"3791","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","3","10","500","84"
"3730","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","4","50","357","100"
"3788","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","2","30","378","100"
"3796","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","4","10","500","20"
"3774","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","6","40","397","100"
"3792","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","3","20","500","57.99999999999999"
"3785","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","1","50","340","100"
"3784","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","1","40","340","100"
"3793","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","3","30","341","100"
"3797","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","4","20","500","80"
"3680","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","1","50","500","0"
"3801","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","5","10","500","44"
"3710","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","7","50","407","100"
"3779","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","7","40","388","100"
"3798","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","4","30","393","100"
"3740","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","6","50","377","100"
"3789","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","2","40","372","100"
"3806","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","6","10","500","28.000000000000004"
"3802","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","5","20","500","66"
"3811","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","7","10","500","40"
"3807","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","6","20","500","60"
"3816","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","1","10","500","98"
"3803","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","5","30","401","100"
"3794","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","3","40","383","100"
"3812","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","7","20","500","52"
"3817","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","1","20","363","100"
"3799","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","4","40","366","100"
"3805","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","5","50","372","100"
"3821","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","2","10","500","0"
"3822","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","2","20","359","100"
"3735","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","5","50","418","100"
"3808","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","6","30","500","72"
"3760","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","3","50","372","100"
"3818","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","1","30","379","100"
"3826","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","3","10","500","4"
"3823","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","2","30","353","100"
"3827","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","3","20","359","100"
"3831","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","4","10","500","36"
"3804","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","5","40","391","100"
"3813","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","7","30","500","68"
"3832","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","4","20","372","100"
"3819","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","1","40","373","100"
"3720","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","2","50","500","0"
"3828","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","3","30","361","100"
"3745","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","7","50","407","100"
"3836","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","5","10","500","56.00000000000001"
"3833","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","4","30","410","100"
"3809","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","6","40","420","100"
"3837","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","5","20","384","100"
"3824","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","2","40","355","100"
"3841","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","6","10","500","44"
"3765","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","4","50","387","100"
"3842","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","6","20","414","100"
"3814","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","7","40","411","100"
"3846","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","7","10","500","54"
"3838","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","5","30","362","100"
"3829","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","3","40","368","100"
"3685","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","6","2","50","500","0"
"3715","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","7","1","50","500","0"
"3770","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","5","50","385","100"
"3790","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","2","50","372","100"
"3851","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","1","10","500","0"
"3843","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","6","30","363","100"
"3847","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","7","20","500","66"
"3852","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","1","20","500","94"
"3856","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","2","10","500","0"
"3834","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","4","40","364","100"
"3857","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","2","20","327","100"
"3780","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","7","50","381","100"
"3861","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","3","10","500","72"
"3848","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","7","30","421","100"
"3853","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","1","30","332","100"
"3775","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","6","50","420","100"
"3862","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","3","20","374","100"
"3839","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","5","40","342","100"
"3845","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","6","50","406","100"
"3858","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","2","30","349","100"
"3866","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","4","10","500","44"
"3871","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","5","10","500","46"
"3800","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","4","50","369","100"
"3795","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","3","50","367","100"
"3867","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","4","20","500","72"
"3854","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","1","40","332","100"
"3876","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","6","10","500","62"
"3872","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","5","20","500","80"
"3820","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","1","50","373","100"
"3844","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","6","40","365","100"
"3849","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","7","40","411","100"
"3868","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","4","30","363","100"
"3859","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","2","40","356","100"
"3755","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","2","50","500","0"
"3881","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","7","10","500","50"
"3873","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","5","30","382","100"
"3886","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","1","10","500","98"
"3874","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","5","40","398","100"
"3877","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","6","20","500","44"
"3882","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","7","20","500","70"
"3830","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","3","50","368","100"
"3750","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","8","1","50","500","0"
"3878","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","6","30","396","100"
"3891","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","2","10","500","16"
"3892","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","2","20","375","100"
"3863","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","3","30","500","0"
"3869","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","4","40","403","100"
"3825","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","10","2","50","355","100"
"3893","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","2","30","370","100"
"3887","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","1","20","500","0"
"3896","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","3","10","500","0"
"3883","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","7","30","500","96"
"3901","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","4","10","500","32"
"3898","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","3","30","352","100"
"3906","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","5","10","500","46"
"3810","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","6","50","401","100"
"3902","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","4","20","500","96"
"3879","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","6","40","360","100"
"3815","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","9","7","50","386","100"
"3897","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","3","20","500","0"
"3860","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","2","50","356","100"
"3904","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","4","40","343","100"
"3855","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","1","50","332","100"
"3888","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","1","30","500","0"
"3911","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","6","10","500","40"
"3884","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","11","7","40","385","100"
"3907","5","false","false","5","200","50","1","false","0","false","45","15","5","60","0.95","true","2","40","40","12","5","20","500","38"
