BehaviorSpace results (NetLogo 6.2.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model for Pub_v14_Cleaning.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fig 4_White Chin Petrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2025 15:50:51:907 -0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,450,0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],pen,see-wind-arrows,Patch-Scaler,Tick-Scaler,Total-Model-Time-In-Seconds,Size-Of-Food-Source-In-Meters,Total-Time-Spent-Trying-To-Relocate-Odor-Before-Give-Up-Seconds,Starting-Distance-From-Plume-Width-Meters,Starting-Distance-From-Plume-Length-Meters,weight-flocking,Time-Per-Turn,max-turning-radius-degrees-per-second,max-align-cohere-turn-degrees-per-second,max-separate-turn-degrees-per-second,Eddy-Diffusivity,Rate-Of-Puff-Radius-Increase,Odor-Source-Release-Rate,zig-zag-heading-offset,Denominator-For-Relationship-Between-DR-and-MinSep,Species1,S1-Dist-Food-Meters,S1-Olfaction,S1-DR,Species2,S2-Dist-Food-Meters,S2-DR,S2-Olfaction,S1-Flight-Speed-MpS,S1-Body-Length-Meters,S2-Flight-Speed-MpS,S2-Body-Length-Meters,N-Species1,Strategy,Seed,[step],(count turtles with [did-find-food = 1]),(allfoundodor),(count turtles),(count turtles with [did-find-food = 1 and species = 1]),(count turtles with [did-find-food = 1 and species = 2]),N-Species2
4758,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,158,1161,4,1,4,0,4,45
4748,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,148,1064,15,2,15,1,14,45
4755,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,155,1029,5,4,5,1,4,45
4757,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,157,1104,11,2,11,1,10,45
4751,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,151,1057,0,1,0,0,0,45
4753,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,153,1112,26,5,26,2,24,45
4759,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,159,1073,25,2,25,2,23,45
4754,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,154,1123,22,3,22,2,20,45
4761,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,161,1023,1,3,1,1,0,45
4760,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,160,1185,26,5,26,4,22,45
4762,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,162,1106,15,4,15,2,13,45
4764,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,164,1010,17,3,17,2,15,45
4763,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,163,1010,25,4,25,1,24,45
4765,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,165,1094,21,4,21,1,20,45
4767,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,167,1174,15,5,15,3,12,45
4773,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,173,907,15,3,15,3,12,45
4768,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,168,1046,21,3,21,0,21,45
4769,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,169,1148,22,5,22,3,19,45
4771,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,171,1102,13,5,13,3,10,45
4766,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,166,1182,13,5,13,4,9,45
4770,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,170,1074,8,5,8,0,8,45
4772,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,172,1108,8,5,8,1,7,45
4775,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,175,1073,4,5,4,1,3,45
4774,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,174,1144,9,4,9,1,8,45
4777,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,177,1189,4,5,4,3,1,45
4776,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,176,1147,14,5,14,1,13,45
4781,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,181,990,0,1,0,0,0,45
4779,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,179,1110,14,2,14,1,13,45
4787,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,187,448,0,0,0,0,0,45
4786,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,186,1043,6,2,6,0,6,45
4778,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,178,1055,5,5,5,1,4,45
4780,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,180,1139,2,4,2,0,2,45
4784,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,184,1096,16,4,16,2,14,45
4788,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,188,1060,7,5,7,2,5,45
4782,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,182,1080,26,3,26,0,26,45
4783,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,183,1125,16,5,16,2,14,45
4789,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,189,1101,18,5,18,3,15,45
4795,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,195,1079,7,1,7,1,6,45
4791,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,191,1147,18,5,18,2,16,45
4785,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,185,1094,22,5,22,2,20,45
4790,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,190,1058,28,5,28,0,28,45
4794,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,194,1109,14,4,14,2,12,45
4792,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,192,1068,7,4,7,1,6,45
4793,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,193,1097,19,4,19,2,17,45
4802,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,2,1028,6,7,6,6,0,43
4801,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,1,1013,3,5,3,3,0,43
4796,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,196,1039,11,3,11,2,9,45
4804,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,4,1090,1,2,1,1,0,43
4797,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,197,1077,13,4,13,1,12,45
4798,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,198,1185,12,4,12,2,10,45
4803,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,3,1000,6,7,6,3,3,43
4799,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,199,1172,8,2,8,1,7,45
4805,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,5,961,49,7,49,6,43,43
4806,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,6,1130,2,5,2,1,1,43
4800,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,5,Local Enhancement,200,1080,13,4,13,0,13,45
4809,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,9,1193,2,4,2,1,1,43
4807,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,7,1068,30,4,30,0,30,43
4810,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,10,1179,0,7,0,0,0,43
4808,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,8,997,39,7,39,1,38,43
4811,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,11,1022,5,7,5,5,0,43
4812,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,12,1109,6,7,6,2,4,43
4813,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,13,1187,23,7,23,4,19,43
4821,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,21,1054,8,7,8,2,6,43
4823,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,23,905,8,7,8,7,1,43
4825,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,25,1094,4,7,4,3,1,43
4815,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,15,1246,21,4,21,2,19,43
4817,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,17,1076,48,7,48,5,43,43
4824,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,24,1111,5,7,5,5,0,43
4816,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,16,1029,24,7,24,3,21,43
4818,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,18,5999,3,6,5,1,2,43
4814,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,14,1021,3,7,3,3,0,43
4819,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,19,1079,33,4,33,0,33,43
4820,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,20,1058,24,7,24,4,20,43
4827,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,27,1017,27,7,27,5,22,43
4822,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,22,1003,40,7,40,2,38,43
4828,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,28,1058,0,7,0,0,0,43
4832,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,32,1093,4,7,4,4,0,43
4835,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,35,441,0,0,0,0,0,43
4834,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,34,1197,1,7,1,0,1,43
4826,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,26,1105,36,7,36,6,30,43
4837,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,37,1076,6,7,6,3,3,43
4829,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,29,1098,47,7,47,4,43,43
4838,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,38,921,2,2,2,2,0,43
4833,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,33,1037,42,7,42,4,38,43
4831,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,31,1058,34,7,34,5,29,43
4830,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,30,1072,24,7,24,2,22,43
4836,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,36,1142,17,7,17,3,14,43
4839,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,39,5999,4,6,6,4,0,43
4840,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,40,1018,19,3,19,2,17,43
4842,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,42,5999,4,6,6,3,1,43
4841,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,41,995,27,7,27,4,23,43
4843,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,43,1209,39,7,39,4,35,43
4844,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,44,1016,44,7,44,4,40,43
4846,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,46,1087,6,7,6,2,4,43
4847,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,47,950,6,7,6,5,1,43
4852,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,52,1041,6,7,6,5,1,43
4853,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,53,1191,1,3,1,1,0,43
4855,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,55,1178,1,7,1,1,0,43
4849,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,49,1130,21,5,21,3,18,43
4845,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,45,1196,19,5,19,3,16,43
4848,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,48,1222,9,7,9,3,6,43
4850,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,50,1035,38,7,38,4,34,43
4851,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,51,5999,6,6,8,6,0,43
4858,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,58,1033,1,7,1,1,0,43
4859,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,59,996,0,5,0,0,0,43
4856,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,11.5,0.55,11.5,0.55,7,Network Foraging,56,1079,1,7,1,1,0,43
