BehaviorSpace results (NetLogo 6.2.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model for Pub_v14_Cleaning.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fig 4_Wandering Albatross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2025 09:38:01:924 -0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,450,0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],pen,see-wind-arrows,Patch-Scaler,Tick-Scaler,Total-Model-Time-In-Seconds,Size-Of-Food-Source-In-Meters,Total-Time-Spent-Trying-To-Relocate-Odor-Before-Give-Up-Seconds,Starting-Distance-From-Plume-Width-Meters,Starting-Distance-From-Plume-Length-Meters,weight-flocking,Time-Per-Turn,max-turning-radius-degrees-per-second,max-align-cohere-turn-degrees-per-second,max-separate-turn-degrees-per-second,Eddy-Diffusivity,Rate-Of-Puff-Radius-Increase,Odor-Source-Release-Rate,zig-zag-heading-offset,Denominator-For-Relationship-Between-DR-and-MinSep,Species1,S1-Dist-Food-Meters,S1-Olfaction,S1-DR,Species2,S2-Dist-Food-Meters,S2-DR,S2-Olfaction,S1-Body-Length-Meters,S1-Flight-Speed-MpS,S2-Flight-Speed-MpS,S2-Body-Length-Meters,N-Species1,Strategy,Seed,[step],(count turtles with [did-find-food = 1]),(allfoundodor),(count turtles),(count turtles with [did-find-food = 1 and species = 1]),(count turtles with [did-find-food = 1 and species = 2]),N-Species2
5279,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,79,758,5,7,5,5,0,43
5288,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,88,830,2,6,2,2,0,43
5293,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,93,836,0,6,0,0,0,43
5289,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,89,5999,3,5,5,3,0,43
5282,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,82,841,1,7,1,1,0,43
5295,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,95,776,2,5,2,2,0,43
5284,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,84,410,0,0,0,0,0,43
5299,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,99,763,4,6,4,4,0,43
5300,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,100,816,1,7,1,1,0,43
5298,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,98,937,1,3,1,1,0,43
5301,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,101,844,1,4,1,1,0,43
5297,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,97,880,2,6,2,1,1,43
5296,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,96,5999,6,5,8,5,1,43
5303,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,103,819,3,6,3,3,0,43
5304,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,104,861,3,7,3,3,0,43
5305,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,105,751,5,7,5,5,0,43
5310,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,110,858,2,4,2,2,0,43
5302,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,102,5999,3,6,5,3,0,43
5309,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,109,800,1,3,1,1,0,43
5306,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,106,865,3,6,3,3,0,43
5311,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,111,734,5,7,5,5,0,43
5319,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,119,338,0,0,0,0,0,43
5312,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,112,767,1,7,1,1,0,43
5316,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,116,349,0,0,0,0,0,43
5313,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,113,838,0,2,0,0,0,43
5318,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,118,772,2,7,2,2,0,43
5308,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,108,901,4,7,4,3,1,43
5320,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,120,780,2,4,2,2,0,43
5321,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,121,812,1,4,1,1,0,43
5307,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,107,804,1,6,1,1,0,43
5323,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,123,914,1,5,1,1,0,43
5315,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,115,754,0,7,0,0,0,43
5317,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,117,831,2,7,2,2,0,43
5324,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,124,833,0,4,0,0,0,43
5334,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,134,825,4,7,4,4,0,43
5329,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,129,944,3,7,3,3,0,43
5331,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,131,822,3,7,3,3,0,43
5330,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,130,713,0,1,0,0,0,43
5328,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,128,837,2,3,2,2,0,43
5327,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,127,852,3,6,3,3,0,43
5322,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,122,934,0,7,0,0,0,43
5332,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,132,752,2,3,2,2,0,43
5333,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,133,705,1,5,1,1,0,43
5325,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,125,891,0,7,0,0,0,43
5335,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,135,801,3,7,3,3,0,43
5339,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,139,832,0,5,0,0,0,43
5345,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,145,772,0,5,0,0,0,43
5340,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,140,835,0,3,0,0,0,43
5338,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,138,899,0,5,0,0,0,43
5326,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,126,964,2,6,2,2,0,43
5341,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,141,896,1,3,1,1,0,43
5344,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,144,698,0,1,0,0,0,43
5337,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,137,804,1,6,1,1,0,43
5267,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,67,5999,2,7,11,2,0,43
5347,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,147,763,1,2,1,1,0,43
5352,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,152,881,4,7,4,4,0,43
5346,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,146,852,3,7,3,3,0,43
5348,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,148,807,4,6,4,4,0,43
5343,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,143,5999,2,3,4,1,1,43
5342,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,142,773,2,6,2,2,0,43
5350,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,150,832,3,3,3,3,0,43
5248,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,48,5999,2,7,17,2,0,43
5351,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,151,346,0,0,0,0,0,43
5349,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,149,5999,2,6,4,2,0,43
5353,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,153,705,2,7,2,2,0,43
5354,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,154,791,2,3,2,2,0,43
5357,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,157,803,3,7,3,3,0,43
5355,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,155,905,1,7,1,1,0,43
5360,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,160,864,0,2,0,0,0,43
5359,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,159,785,1,3,1,1,0,43
5356,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,156,892,2,7,2,2,0,43
5363,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,163,756,1,6,1,1,0,43
5358,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,158,940,2,7,2,2,0,43
5362,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,162,903,0,5,0,0,0,43
5268,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,68,5999,3,7,17,3,0,43
5364,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,164,586,2,1,2,1,1,43
5373,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,173,778,4,5,4,4,0,43
5365,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,165,739,1,2,1,1,0,43
5366,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,166,734,1,4,1,1,0,43
5367,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,167,762,5,7,5,5,0,43
5368,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,168,789,2,7,2,2,0,43
5371,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,171,895,0,2,0,0,0,43
5369,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,169,5999,0,3,2,0,0,43
5370,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,170,747,4,7,4,4,0,43
5374,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,174,360,0,0,0,0,0,43
5336,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,136,5999,1,4,9,1,0,43
5376,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,176,925,2,6,2,2,0,43
5375,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,175,893,1,3,1,1,0,43
5377,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,177,5999,0,6,2,0,0,43
5361,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,161,5999,0,0,6,0,0,43
5378,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,178,736,4,7,4,4,0,43
5379,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,179,847,4,7,4,4,0,43
5381,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,181,354,0,0,0,0,0,43
5382,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,182,803,0,2,0,0,0,43
5372,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,172,5999,1,2,3,1,0,43
5394,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,194,834,2,3,2,2,0,43
5383,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,183,880,1,7,1,1,0,43
5384,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,184,871,4,7,4,3,1,43
5387,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,187,676,1,1,1,1,0,43
5386,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,186,751,0,2,0,0,0,43
5380,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,180,753,0,2,0,0,0,43
5390,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,190,764,1,7,1,1,0,43
5395,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,195,770,1,4,1,1,0,43
5398,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,198,794,3,7,3,3,0,43
5393,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,193,967,0,1,0,0,0,43
5397,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,197,880,2,7,2,2,0,43
5385,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,185,5999,3,3,5,3,0,43
5392,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,192,924,2,7,2,2,0,43
5388,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,188,785,3,6,3,3,0,43
5400,FALSE,FALSE,6,0.6,3600,50,300,2000,3000,0.8,10,50,50,1,-1,0.001,5,40,8,Set Manual,50,high,20,Set Manual,50,200,none,1.2,15,15,1.2,7,Flock Foraging,200,764,0,7,0,0,0,43
